"actor","text","season","episode","title"
"Walter","Hello? Hello. This is Walter White speaking.","1","02","Cat's in the Bag"
"Jesse","You said he was practically dead, okay? You said he would die any minute!","1","02","Cat's in the Bag"
"Walter","Listen, I am having breakfast with my family right now, and I really don't appreciate these sales calls.","1","02","Cat's in the Bag"
"Jesse","Well, too bad, man, 'cause guess what. He's still not dead! I went and put my ear to the RV, I can hear him, like, rolling around in there, all right? I think he's awake, man, I think he's trying to get loose. Where the hell are you? I'm freaking out over here!","1","02","Cat's in the Bag"
"Walter","Calm down, damn it.","1","02","Cat's in the Bag"
"Jesse","Are you gonna help me clean this up? We got loose ends here!","1","02","Cat's in the Bag"
"Walter","Calm down! I will be there after school.","1","02","Cat's in the Bag"
"Jesse","After school? Are you sh1tting me? Ditch it, man, call in sick.","1","02","Cat's in the Bag"
"Walter","Listen, that is just not going to work for me. I'm not interested in that at all. And I would appreciate it if you don't call here anymore. Damn. They're so annoying, those people.","1","02","Cat's in the Bag"
"Skyler","You have a good day, sweetie.","1","02","Cat's in the Bag"
"Walter Junior","Okay, Mom. You too.","1","02","Cat's in the Bag"
"Skyler","Bye, honey. Drive safe.","1","02","Cat's in the Bag"
"Walter","Okay.","1","02","Cat's in the Bag"
"Jesse(Answering Machine)","Yo, yo, yo, 148-3369, representing the ABQ. What up, biatch? Leave it at the tone.","1","02","Cat's in the Bag"
"Walter","So, the term ""chiral"" derives from the Greek word ""hand. "" The concept here being that, just as your left hand, and your right hand are mirror images of one another, right? Identical, and yet opposite. Well, so too organic compounds can exist as mirror image forms of one another all the way down at the molecular level. But although they may look the same, they don't always behave the same. For instance...I'm sorry for instance Thalidomide. The right-handed isomer of the drug, Thalidomide is a perfectly fine good medicine to give to a pregnant woman to prevent morning sickness but, make the mistake of giving that same pregnant woman the left-handed isomer of the drug Thalidomide, and her child will be born with horrible birth defects. Which is precisely what happened in the 1950s. So, chiral, chirality, mirrored images, right? Active, inactive. Good, bad. Yes, Ben?","1","02","Cat's in the Bag"
"Ben","Is this gonna be on the m*rder?","1","02","Cat's in the Bag"
"Walter","What?","1","02","Cat's in the Bag"
"Ben","Is this gonna be on the mid-term?","1","02","Cat's in the Bag"
"Walter","The chirality on the mid-term? No, no, well, maybe, maybe, yes, you know, but prepare for it to be on the mid-term. Can't hurt to know it, right? Knowledge is power!","1","02","Cat's in the Bag"
"Jesse","Oh, no, no not good. Not good.","1","02","Cat's in the Bag"
"Walter","What the...hey, you. Listen No, no, no, no! Oh, God!","1","02","Cat's in the Bag"
"Skyler","MILF's? What the hell is a MILF?","1","02","Cat's in the Bag"
"Walter","Now what? The other one, out in the RV, he's...You're sure?","1","02","Cat's in the Bag"
"Jesse","Yes.","1","02","Cat's in the Bag"
"Walter","Positive?","1","02","Cat's in the Bag"
"Jesse","Feel free to go check it yourself.","1","02","Cat's in the Bag"
"Walter","Yes, good idea. Maybe I should do that before he, too, wanders off on the damn street!","1","02","Cat's in the Bag"
"Jesse","Okay, you know what, I…","1","02","Cat's in the Bag"
"Walter","All right, all right! The one downstairs, tell me about him. Come on, anything, something! Start with his name, at least!","1","02","Cat's in the Bag"
"Jesse","Krazy-8.","1","02","Cat's in the Bag"
"Walter","Krazy-8? What the hell does that even mean?","1","02","Cat's in the Bag"
"Jesse","I don't know, man, okay? I mean, he's like, Krazy-8, okay? I don't know.","1","02","Cat's in the Bag"
"Walter","So, you work with him regularly?","1","02","Cat's in the Bag"
"Jesse","No, not him so much. His cousin, mainly.","1","02","Cat's in the Bag"
"Walter","Who's his cousin?","1","02","Cat's in the Bag"
"Jesse","The guy out in the RV!","1","02","Cat's in the Bag"
"Walter","All right, all right.","1","02","Cat's in the Bag"
"Jesse","Krazy-8's one level higher.","1","02","Cat's in the Bag"
"Walter","One level higher?","1","02","Cat's in the Bag"
"Jesse","Yeah, you know, not like street level. Higher. You know, there's like a Starbucks at every corner? Krazy-8 is, like, the dude that sells Starbucks his beans.","1","02","Cat's in the Bag"
"Walter","Okay, so he's a distributor. Okay, so, is he, I mean, is he in other words what is his reputation for violence?","1","02","Cat's in the Bag"
"Jesse","Well, um he did try to k*ll us both yesterday, so there's that.","1","02","Cat's in the Bag"
"Walter","What I'm trying to say is that he's a distributor, right? He's a businessman, he's a man of business. It would therefore seem to follow that he is capable of acting out of mutual self-interest, yes?","1","02","Cat's in the Bag"
"Jesse","What?","1","02","Cat's in the Bag"
"Walter","Do you think he is capable of listening to reason?","1","02","Cat's in the Bag"
"Jesse","What kind of reason? Like ""Dear Krazy-8, listen, ""if I let you go, will you promise not to come back and waste my family? ""No Colombian neckties. "" You mean that kind of reason? No, man, I can't say I have high f*cking hopes where that's concerned. What was that? What was what? Come see! We gotta tie him up. Why the hell didn't we tie him up?","1","02","Cat's in the Bag"
"Walter","Because he was out cold.","1","02","Cat's in the Bag"
"Jesse","But what if he's faking it? Like if it was me, I'd be all faking being knocked out, yo! And then, when the coast is clear, I'd be up looking for w*apons and shit, waiting to pounce!","1","02","Cat's in the Bag"
"Jesse","Now if it was me, and I couldn't find a decent enough w*apon, I would just lie back down, and bide my time.","1","02","Cat's in the Bag"
"Jesse","So now what do we do?","1","02","Cat's in the Bag"
"Walter","You keep asking me that like you think I have some answer.","1","02","Cat's in the Bag"
"Jesse","Well, you gotta do something!","1","02","Cat's in the Bag"
"Walter","We! We have got to do something, and I am opened to suggestions.","1","02","Cat's in the Bag"
"Jesse","Man, uh-uh, okay, this whole thing was your deal!","1","02","Cat's in the Bag"
"Walter","Don't you dare put that on me! You brought those guys out there, this is your responsibility!","1","02","Cat's in the Bag"
"Jesse","Like I came to you, begging to cook meth. ""Hey nerdiest old dude I know, you wanna come cook crystal? Please! I'd ask my diaper-wearing granny, but her wheelchair wouldn't fit in the RV. "" What about the phosphate gas?","1","02","Cat's in the Bag"
"Walter","Phosphine gas. What about it?","1","02","Cat's in the Bag"
"Jesse","I mean, do you think it still might k*ll him? You know, with like a delayed reaction or something?","1","02","Cat's in the Bag"
"Walter","I don't know.","1","02","Cat's in the Bag"
"Jesse","You're supposed to be a scientist!","1","02","Cat's in the Bag"
"Walter","Look! This isn't even the issue that demands immediate attention. We have got a body in that RV, and it's getting warmer outside, understand? And we have got to do something about that soon. And in a way that no one will ever find it. Now that last part is very, very important. Therefore, it seems to me that our best course of action would be chemical disincorporation. Dissolving in strong acid.","1","02","Cat's in the Bag"
"Jesse","Oh man, that's messed up. You're not serious? You're serious? Who's gonna do that? And don't look at me!","1","02","Cat's in the Bag"
"Walter","I guess we'll both do it together.","1","02","Cat's in the Bag"
"Jesse","No, Mr. White, okay, I'm not good with dead bodies.","1","02","Cat's in the Bag"
"Walter","We're in this 50/50, okay? I guess the only other fair way to go about this would be that one of us deals with the body situation, while the other one of us deals with the Krazy-8 situation. In a scenario like this, I don't suppose it is bad form to just flip a coin. Heads or tails?","1","02","Cat's in the Bag"
"Jesse","I'll do the body in the acid, okay?","1","02","Cat's in the Bag"
"Walter","Heads or tails?","1","02","Cat's in the Bag"
"Jesse","Heads.","1","02","Cat's in the Bag"
"Walter","Best two out of three?","1","02","Cat's in the Bag"
"Jesse(Answering Machine)","Yo, yo, yo, 148-3369, representing the ABQ. What up, biatch? Leave it at the tone.","1","02","Cat's in the Bag"
"Jesse","Mr. White, it's me, pick up. I got a container question. Hello? Mr. White, pick up the phone, man!","1","02","Cat's in the Bag"
"Walter","Yes?","1","02","Cat's in the Bag"
"Jesse","What kind of plastic, man?","1","02","Cat's in the Bag"
"Walter","Polyethylene.","1","02","Cat's in the Bag"
"Jesse","How the hell am I supposed to know that?","1","02","Cat's in the Bag"
"Walter","Because I told you. Look, just look at the bottom for a triangle stamped ""LDPE. "" It should be molded right into the plastic.","1","02","Cat's in the Bag"
"Jesse","Yeah, yeah, LDPE. Right on, got it. But I don't know, man, this feels kind of flimsy. Any decent acid's gonna eat right through this.","1","02","Cat's in the Bag"
"Walter","Not hydrofluoric.","1","02","Cat's in the Bag"
"Jesse","Why not?","1","02","Cat's in the Bag"
"Walter","Look, you skipped, clowned around or otherwise jerked off to every lecture I ever gave. As far as I'm concerned, your chemistry education is over.","1","02","Cat's in the Bag"
"Jesse","Oh, okay. Be a dick about it. So, hey, have you done the thing?","1","02","Cat's in the Bag"
"Walter","Yeah, I'm working up to it.","1","02","Cat's in the Bag"
"Jesse","You know what? I bet he doesn't even wake up. Not even if you took him to the hospital right now. Now, if it was me, I would just try and think of it like I was doing him a favor.","1","02","Cat's in the Bag"
" Krazy-8","Who's there? Don't you f*cking play games with me. Who's there? Yeah, I see you. What are you gonna do? I need water! Bring me some water, would you? Please?","1","02","Cat's in the Bag"
"Walter","You don't like the crust?","1","02","Cat's in the Bag"
" Krazy-8","Where's my cousin Emilio? He dead?","1","02","Cat's in the Bag"
"Jesse","Hey, Mr. White! Mr. White? Are you smoking weed? Oh, my God! Wait a minute. Is that my weed? What the hell, man? Make yourself at home, why don't you?","1","02","Cat's in the Bag"
"Walter","So what did you end up buying?","1","02","Cat's in the Bag"
"Jesse","Nothing. No store in town sells a plastic bin big enough for a body.","1","02","Cat's in the Bag"
"Walter","I don't suppose you could buy two bins. Legs in one, torso in the other?","1","02","Cat's in the Bag"
"Jesse","God. I don't suppose you could kiss my ass? How did it go? So you didn't do it?","1","02","Cat's in the Bag"
"Walter","Not yet. God. I gotta go.","1","02","Cat's in the Bag"
"Jesse","What? No, come back here!","1","02","Cat's in the Bag"
"Walter","Sorry. I'll do it tomorrow, I promise.","1","02","Cat's in the Bag"
"Jesse","Tomorrow?","1","02","Cat's in the Bag"
"Walter","I've got a doctor's appointment, I gotta go. Look, stay away from him. He's awake.","1","02","Cat's in the Bag"
"Jesse","Hey, man, we flipped a coin. We flipped a coin!","1","02","Cat's in the Bag"
"Skyler","We're good?","1","02","Cat's in the Bag"
"Doctor","We're very good. We're excellent, I'd say. Oh, would you look at that face! Smile, peanut! So, who's up for knowing? Girl.","1","02","Cat's in the Bag"
"Skyler","Girl?","1","02","Cat's in the Bag"
"Walter","You sure?","1","02","Cat's in the Bag"
"Doctor","Pretty sure.","1","02","Cat's in the Bag"
"Walter","Can I tell you this is exactly what I was hoping?","1","02","Cat's in the Bag"
"Skyler","You remember you said that when she's 16 and starts dating.","1","02","Cat's in the Bag"
"Doctor","Looking fabulous. Let me see if they're done with the blood sugar, then we'll get you out. I'll be right back.","1","02","Cat's in the Bag"
"Skyler","Who is Jesse Pinkman?","1","02","Cat's in the Bag"
"Walter","Jesse?","1","02","Cat's in the Bag"
"Skyler","Jesse Pinkman. He called just this morning, Walt, please don't deny it. It says on his MyShout page he attended Wynne. Was he one of your students?","1","02","Cat's in the Bag"
"Walter","Yeah. He was nobody.","1","02","Cat's in the Bag"
"Skyler","Who is he to you? Why is he calling? What is this big secret you seem to be discussing with some druggie burn-out? You don't come home last night until 2 in the morning, you don't tell me where you've been. You spent the entire night in the bathroom, Walt. Tell me what's going on with you. Don't you think you owe me that? Who's this Jesse Pinkman to you?","1","02","Cat's in the Bag"
